Entry,Gene.names...primary..,Entry.name,Protein.names,Transmembrane,Passes,membrane,singlepass,multipass,GPI-anchored
Q6Q8B3,CD200R1L,MO2R2_HUMAN,Cell surface glycoprotein CD200 receptor 2 (CD200 cell surface glycoprotein receptor-like 2) (CD200 receptor-like 2) (HuCD200R2) (CD200 cell surface glycoprotein receptor-like a) (CD200RLa) (Cell surface glycoprotein CD200 receptor 1-like) (Cell surface glycoprotein OX2 receptor 2),TRANSMEM 240 260 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UVK1,CSPG4,CSPG4_HUMAN,Chondroitin sulfate proteoglycan 4 (Chondroitin sulfate proteoglycan NG2) (Melanoma chondroitin sulfate proteoglycan) (Melanoma-associated chondroitin sulfate proteoglycan),TRANSMEM 2225 2245 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UVW9,CLEC2A,CLC2A_HUMAN,C-type lectin domain family 2 member A (Keratinocyte-associated C-type lectin) (KACL) (Proliferation-induced lymphocyte-associated receptor) (PILAR),TRANSMEM 28 48 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q6UVY6,MOXD1,MOXD1_HUMAN,DBH-like monooxygenase protein 1 (EC 1.14.17.-) (Monooxygenase X),TRANSMEM 593 613 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UW02,CYP20A1,CP20A_HUMAN,Cytochrome P450 20A1 (EC 1.14.-.-),TRANSMEM 4 24 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UW56,ATRAID,ARAID_HUMAN,All-trans retinoic acid-induced differentiation factor (Apoptosis-related protein 3) (APR-3) (p18),TRANSMEM 200 220 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UW60,PCSK4,PCSK4_HUMAN,Proprotein convertase subtilisin/kexin type 4 (EC 3.4.21.-) (Proprotein convertase 4) (PC4),TRANSMEM 709 729 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UW88,EPGN,EPGN_HUMAN,Epigen (Epithelial mitogen) (EPG),TRANSMEM 111 131 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWB1,IL27RA,I27RA_HUMAN,Interleukin-27 receptor subunit alpha (IL-27 receptor subunit alpha) (IL-27R subunit alpha) (IL-27R-alpha) (IL-27RA) (Cytokine receptor WSX-1) (Cytokine receptor-like 1) (Type I T-cell cytokine receptor) (TCCR) (ZcytoR1),TRANSMEM 517 537 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWB4,PRSS55,PRS55_HUMAN,Serine protease 55 (EC 3.4.21.-) (Testis serine protease 1) (T-SP1),TRANSMEM 327 347 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWD8,C16orf54,CP054_HUMAN,Transmembrane protein C16orf54,TRANSMEM 32 52 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWF3,SCIMP,SCIMP_HUMAN,"SLP adapter and CSK-interacting membrane protein (SLP65/SLP76, Csk-interacting membrane protein)",TRANSMEM 19 39 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWH4,FAM198B,F198B_HUMAN,Protein FAM198B (Expressed in nerve and epithelium during development),TRANSMEM 38 55 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q6UWI2,PARM1,PARM1_HUMAN,Prostate androgen-regulated mucin-like protein 1 (PARM-1),TRANSMEM 259 279 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWI4,SHISA2,SHSA2_HUMAN,Protein shisa-2 homolog (Transmembrane protein 46),TRANSMEM 111 131 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWJ8,CD164L2,C16L2_HUMAN,CD164 sialomucin-like 2 protein,TRANSMEM 142 162 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWL2,SUSD1,SUSD1_HUMAN,Sushi domain-containing protein 1,TRANSMEM 722 742 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWL6,KIRREL2,KIRR2_HUMAN,Kin of IRRE-like protein 2 (Kin of irregular chiasm-like protein 2) (Nephrin-like protein 3),TRANSMEM 511 531 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWM7,LCTL,LCTL_HUMAN,Lactase-like protein (Klotho/lactase-phlorizin hydrolase-related protein),TRANSMEM 542 562 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWM9,UGT2A3,UD2A3_HUMAN,UDP-glucuronosyltransferase 2A3 (UDPGT 2A3) (EC 2.4.1.17),TRANSMEM 492 512 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWU4,C6orf89,CF089_HUMAN,Bombesin receptor-activated protein C6orf89 (Amfion),TRANSMEM 59 79 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWV2,MPZL3,MPZL3_HUMAN,Myelin protein zero-like protein 3,TRANSMEM 159 179 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWV6,ENPP7,ENPP7_HUMAN,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 (E-NPP 7) (NPP-7) (EC 3.1.4.12) (Alkaline sphingomyelin phosphodiesterase) (Intestinal alkaline sphingomyelinase) (Alk-SMase),TRANSMEM 434 454 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UWW9,TMEM207,TM207_HUMAN,Transmembrane protein 207,TRANSMEM 52 72 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UX15,LAYN,LAYN_HUMAN,Layilin,TRANSMEM 236 256 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UX27,VSTM1,VSTM1_HUMAN,V-set and transmembrane domain-containing protein 1 (Signal inhibitory receptor on leukocytes-1) (SIRL-1),TRANSMEM 136 156 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UX34,C2orf82,CB082_HUMAN,Uncharacterized protein C2orf82,TRANSMEM 93 113 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UX41,BTNL8,BTNL8_HUMAN,Butyrophilin-like protein 8,TRANSMEM 239 259 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UX71,PLXDC2,PXDC2_HUMAN,Plexin domain-containing protein 2 (Tumor endothelial marker 7-related protein),TRANSMEM 455 475 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UX72,B3GNT9,B3GN9_HUMAN,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 (BGnT-9) (Beta-1,3-Gn-T9) (Beta-1,3-N-acetylglucosaminyltransferase 9) (Beta3Gn-T9) (EC 2.4.1.-)",TRANSMEM 11 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q6UXB4,CLEC4G,CLC4G_HUMAN,C-type lectin domain family 4 member G (Liver and lymph node sinusoidal endothelial cell C-type lectin) (LSECtin),TRANSMEM 32 52 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q6UXC1,MAMDC4,AEGP_HUMAN,Apical endosomal glycoprotein (MAM domain-containing protein 4),TRANSMEM 1152 1172 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXD1,HRCT1,HRCT1_HUMAN,Histidine-rich carboxyl terminus protein 1,TRANSMEM 9 29 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXD5,SEZ6L2,SE6L2_HUMAN,Seizure 6-like protein 2,TRANSMEM 845 865 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXE8,BTNL3,BTNL3_HUMAN,Butyrophilin-like protein 3 (Butyrophilin-like receptor),TRANSMEM 238 258 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXG2,KIAA1324,K1324_HUMAN,UPF0577 protein KIAA1324 (Estrogen-induced gene 121 protein),TRANSMEM 911 931 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXG3,CD300LG,CLM9_HUMAN,CMRF35-like molecule 9 (CLM-9) (CD300 antigen-like family member G) (Triggering receptor expressed on myeloid cells 4) (TREM-4) (CD antigen CD300g),TRANSMEM 248 268 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXG8,BTNL9,BTNL9_HUMAN,Butyrophilin-like protein 9,TRANSMEM 257 277 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXK2,ISLR2,ISLR2_HUMAN,Immunoglobulin superfamily containing leucine-rich repeat protein 2 (Leucine-rich repeat domain and immunoglobulin domain-containing axon extension protein),TRANSMEM 590 610 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXK5,LRRN1,LRRN1_HUMAN,Leucine-rich repeat neuronal protein 1 (Neuronal leucine-rich repeat protein 1) (NLRR-1),TRANSMEM 632 652 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXL0,IL20RB,I20RB_HUMAN,Interleukin-20 receptor subunit beta (IL-20 receptor subunit beta) (IL-20R-beta) (IL-20RB) (Fibronectin type III domain containing 6) (FNDC6) (IL-20R2),TRANSMEM 234 254 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXM1,LRIG3,LRIG3_HUMAN,Leucine-rich repeats and immunoglobulin-like domains protein 3 (LIG-3),TRANSMEM 810 830 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXN7,TOMM20L,TO20L_HUMAN,TOMM20-like protein 1,TRANSMEM 10 29 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXN8,CLEC9A,CLC9A_HUMAN,C-type lectin domain family 9 member A,TRANSMEM 36 56 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q6UXU6,TMEM92,TMM92_HUMAN,Transmembrane protein 92,TRANSMEM 58 78 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXV0,GFRAL,GFRAL_HUMAN,GDNF family receptor alpha-like,TRANSMEM 352 371 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXV1,IZUMO2,IZUM2_HUMAN,Izumo sperm-egg fusion protein 2,TRANSMEM 187 207 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXZ0,TMIGD1,TMIG1_HUMAN,Transmembrane and immunoglobulin domain-containing protein 1,TRANSMEM 221 241 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXZ3,CD300LD,CLM4_HUMAN,CMRF35-like molecule 4 (CLM-4) (CD300 antigen-like family member D) (CMRF35-A4) (CD antigen CD300d),TRANSMEM 166 186 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UXZ4,UNC5D,UNC5D_HUMAN,Netrin receptor UNC5D (Protein unc-5 homolog 4) (Protein unc-5 homolog D),TRANSMEM 380 400 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UY09,CEACAM20,CEA20_HUMAN,Carcinoembryonic antigen-related cell adhesion molecule 20,TRANSMEM 451 471 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UY11,DLK2,DLK2_HUMAN,Protein delta homolog 2 (DLK-2) (Epidermal growth factor-like protein 9) (EGF-like protein 9),TRANSMEM 307 327 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6UY18,LINGO4,LIGO4_HUMAN,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 4 (Leucine-rich repeat neuronal protein 6D),TRANSMEM 534 554 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6V0I7,FAT4,FAT4_HUMAN,Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J),TRANSMEM 4505 4525 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6V0L0,CYP26C1,CP26C_HUMAN,Cytochrome P450 26C1 (EC 1.14.-.-),TRANSMEM 9 29 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6V1P9,DCHS2,PCD23_HUMAN,Protocadherin-23 (Cadherin-27) (Cadherin-like protein CDHJ) (Cadherin-like protein VR8) (Protein dachsous homolog 2) (Protocadherin PCDHJ),TRANSMEM 2541 2561 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6XYQ8,SYT10,SYT10_HUMAN,Synaptotagmin-10 (Synaptotagmin X) (SytX),TRANSMEM 56 76 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6Y288,B3GLCT,B3GLT_HUMAN,"Beta-1,3-glucosyltransferase (Beta3Glc-T) (EC 2.4.1.-) (Beta 3-glucosyltransferase) (Beta-3-glycosyltransferase-like)",TRANSMEM 7 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q6ZMB0,B3GNT6,B3GN6_HUMAN,"Acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.147) (Core 3 synthase) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6) (BGnT-6) (Beta-1,3-Gn-T6) (Beta-1,3-N-acetylglucosaminyltransferase 6) (Beta3Gn-T6)",TRANSMEM 13 31 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q6ZMC9,SIGLEC15,SIG15_HUMAN,Sialic acid-binding Ig-like lectin 15 (Siglec-15) (CD33 antigen-like 3),TRANSMEM 264 284 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZMI3,GLDN,GLDN_HUMAN,Gliomedin [Cleaved into: Gliomedin shedded ectodomain],TRANSMEM 18 39 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q6ZMJ2,SCARA5,SCAR5_HUMAN,Scavenger receptor class A member 5 (Scavenger receptor hlg),TRANSMEM 61 81 Helical; Signal-anchor for type II membrane protein. {ECO:0000255|HAMAP-Rule:MF_03070}.,1,+,+,NA,NA
Q6ZMQ8,AATK,LMTK1_HUMAN,Serine/threonine-protein kinase LMTK1 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase) (AATYK) (Brain apoptosis-associated tyrosine kinase) (CDK5-binding protein) (Lemur tyrosine kinase 1) (p35-binding protein) (p35BP),TRANSMEM 32 52 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZMR5,TMPRSS11A,TM11A_HUMAN,Transmembrane protease serine 11A (EC 3.4.21.-) (Airway trypsin-like protease 1) (Epidermal type-II transmembrane serine protease) (Esophageal cancer-susceptibility gene 1 protein),TRANSMEM 19 39 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q6ZMZ3,SYNE3,SYNE3_HUMAN,Nesprin-3 (KASH domain-containing protein 3) (KASH3) (Nuclear envelope spectrin repeat protein 3),TRANSMEM 926 946 Helical; Anchor for type IV membrane protein. {ECO:0000255|PROSITE-ProRule:PRU00385}.,1,+,+,NA,NA
Q6ZN44,UNC5A,UNC5A_HUMAN,Netrin receptor UNC5A (Protein unc-5 homolog 1) (Protein unc-5 homolog A),TRANSMEM 307 327 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZNB6,NFXL1,NFXL1_HUMAN,NF-X1-type zinc finger protein NFXL1 (Ovarian zinc finger protein) (hOZFP),TRANSMEM 889 906 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZNI0,GCNT7,GCNT7_HUMAN,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 7 (EC 2.4.1.-)",TRANSMEM 9 25 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q6ZQQ2,SPATA31D1,S31D1_HUMAN,Spermatogenesis-associated protein 31D1 (Protein FAM75D1),TRANSMEM 29 49 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZRH7,CATSPERG,CTSRG_HUMAN,Cation channel sperm-associated protein subunit gamma,TRANSMEM 1067 1087 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZRP7,QSOX2,QSOX2_HUMAN,Sulfhydryl oxidase 2 (EC 1.8.3.2) (Neuroblastoma-derived sulfhydryl oxidase) (Quiescin Q6-like protein 1),TRANSMEM 662 682 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZS10,CLEC17A,CL17A_HUMAN,"C-type lectin domain family 17, member A (Prolectin)",TRANSMEM 173 193 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q6ZS62,COLCA1,COLC1_HUMAN,Colorectal cancer-associated protein 1,TRANSMEM 77 97 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZS82,RGS9BP,R9BP_HUMAN,Regulator of G-protein signaling 9-binding protein (RGS9-anchoring protein),TRANSMEM 211 231 Helical; Anchor for type IV membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q6ZSA7,LRRC55,LRC55_HUMAN,Leucine-rich repeat-containing protein 55 (BK channel auxiliary gamma subunit LRRC55),TRANSMEM 272 292 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZSJ9,SHISA6,SHSA6_HUMAN,Protein shisa-6 homolog,TRANSMEM 175 195 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZSY5,PPP1R3F,PPR3F_HUMAN,Protein phosphatase 1 regulatory subunit 3F (R3F),TRANSMEM 769 789 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZTQ4,CDHR3,CDHR3_HUMAN,Cadherin-related family member 3 (Cadherin-like protein 28),TRANSMEM 714 734 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZU64,CFAP65,CFA65_HUMAN,Cilia- and flagella-associated protein 65 (Coiled-coil domain-containing protein 108),TRANSMEM 188 208 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZU69,FAM205A,F205A_HUMAN,Protein FAM205A,TRANSMEM 8 28 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZUB0,SPATA31D4,S31D4_HUMAN,Putative spermatogenesis-associated protein 31D4 (Protein FAM75D4),TRANSMEM 29 49 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZUB1,SPATA31E1,S31E1_HUMAN,Spermatogenesis-associated protein 31E1 (Protein FAM75E1),TRANSMEM 64 84 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZUT9,DENND5B,DEN5B_HUMAN,DENN domain-containing protein 5B (Rab6IP1-like protein),TRANSMEM 916 936 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZV29,PNPLA7,PLPL7_HUMAN,Patatin-like phospholipase domain-containing protein 7 (EC 3.1.1.-),TRANSMEM 13 33 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZVL6,KIAA1549L,K154L_HUMAN,UPF0606 protein KIAA1549L,TRANSMEM 1180 1200 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZWK4,C1orf186,CA186_HUMAN,Uncharacterized protein C1orf186,TRANSMEM 9 29 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q6ZWK6,TMPRSS11F,TM11F_HUMAN,Transmembrane protease serine 11F (EC 3.4.21.-) (Airway trypsin-like protease 4),TRANSMEM 33 53 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q6ZWL3,CYP4V2,CP4V2_HUMAN,Cytochrome P450 4V2 (EC 1.14.13.-) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (EC 1.14.13.199),TRANSMEM 13 33 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q70CQ3,USP30,UBP30_HUMAN,Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30),TRANSMEM 36 56 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q70JA7,CHSY3,CHSS3_HUMAN,Chondroitin sulfate synthase 3 (EC 2.4.1.175) (EC 2.4.1.226) (Carbohydrate synthase 2) (Chondroitin glucuronyltransferase 3) (Chondroitin synthase 2) (ChSy-2) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase 3) (N-acetylgalactosaminyltransferase 3),TRANSMEM 8 28 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q70SY1,CREB3L2,CR3L2_HUMAN,Cyclic AMP-responsive element-binding protein 3-like protein 2 (cAMP-responsive element-binding protein 3-like protein 2) (BBF2 human homolog on chromosome 7) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 2],TRANSMEM 380 400 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q70UQ0,IKBIP,IKIP_HUMAN,Inhibitor of nuclear factor kappa-B kinase-interacting protein (I kappa-B kinase-interacting protein) (IKBKB-interacting protein) (IKK-interacting protein),TRANSMEM 46 62 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q71H61,ILDR2,ILDR2_HUMAN,Immunoglobulin-like domain-containing receptor 2,TRANSMEM 187 207 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q71RC9,SMIM5,SMIM5_HUMAN,Small integral membrane protein 5,TRANSMEM 32 52 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q75NE6,MIR17HG,MIRH1_HUMAN,Putative microRNA 17 host gene protein (Putative microRNA host gene 1 protein),TRANSMEM 21 43 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q76KP1,B4GALNT4,B4GN4_HUMAN,"N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1 (NGalNAc-T1) (EC 2.4.1.244) (Beta-1,4-N-acetylgalactosaminyltransferase IV) (Beta4GalNAc-T4) (Beta4GalNAcT4)",TRANSMEM 16 36 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q76MJ5,ERN2,ERN2_HUMAN,Serine/threonine-protein kinase/endoribonuclease IRE2 (Endoplasmic reticulum-to-nucleus signaling 2) (Inositol-requiring protein 2) (hIRE2p) (Ire1-beta) (IRE1b) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)],TRANSMEM 431 451 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q7KYR7,BTN2A1,BT2A1_HUMAN,Butyrophilin subfamily 2 member A1,TRANSMEM 249 269 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q7L0X0,TRIL,TRIL_HUMAN,TLR4 interactor with leucine rich repeats (Leucine-rich repeat-containing protein KIAA0644),TRANSMEM 697 717 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q7L1S5,CHST9,CHST9_HUMAN,Carbohydrate sulfotransferase 9 (EC 2.8.2.-) (GalNAc-4-O-sulfotransferase 2) (GalNAc-4-ST2) (GalNAc4ST-2) (N-acetylgalactosamine-4-O-sulfotransferase 2),TRANSMEM 13 33 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q7L211,ABHD13,ABHDD_HUMAN,Protein ABHD13 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 13) (Abhydrolase domain-containing protein 13),TRANSMEM 37 57 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q7L311,ARMCX2,ARMX2_HUMAN,Armadillo repeat-containing X-linked protein 2 (ARM protein lost in epithelial cancers on chromosome X 2) (Protein ALEX2),TRANSMEM 7 25 Helical; Signal-anchor. {ECO:0000255}.,1,+,+,NA,NA
Q7L4S7,ARMCX6,ARMX6_HUMAN,Protein ARMCX6,TRANSMEM 7 27 Helical; Signal-anchor. {ECO:0000255}.,1,+,+,NA,NA
Q7L5N7,LPCAT2,PCAT2_HUMAN,Lysophosphatidylcholine acyltransferase 2 (LPC acyltransferase 2) (LPCAT-2) (LysoPC acyltransferase 2) (EC 2.3.1.23) (1-acylglycerol-3-phosphate O-acyltransferase 11) (1-AGP acyltransferase 11) (1-AGPAT 11) (EC 2.3.1.51) (1-acylglycerophosphocholine O-acyltransferase) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 1) (Lysophosphatidic acid acyltransferase alpha) (LPAAT-alpha),TRANSMEM 58 78 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q7L8C5,SYT13,SYT13_HUMAN,Synaptotagmin-13 (Synaptotagmin XIII) (SytXIII),TRANSMEM 7 29 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q7L985,LINGO2,LIGO2_HUMAN,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 (Leucine-rich repeat neuronal protein 3) (Leucine-rich repeat neuronal protein 6C),TRANSMEM 546 566 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q7LFX5,CHST15,CHSTF_HUMAN,Carbohydrate sulfotransferase 15 (EC 2.8.2.33) (B-cell RAG-associated gene protein) (hBRAG) (N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase) (GalNAc4S-6ST),TRANSMEM 81 101 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q7LGA3,HS2ST1,HS2ST_HUMAN,Heparan sulfate 2-O-sulfotransferase 1 (2-O-sulfotransferase) (2OST) (EC 2.8.2.-),TRANSMEM 12 28 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q7LGC8,CHST3,CHST3_HUMAN,Carbohydrate sulfotransferase 3 (EC 2.8.2.17) (Chondroitin 6-O-sulfotransferase 1) (C6ST-1) (Chondroitin 6-sulfotransferase) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 0) (GST-0),TRANSMEM 21 38 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q7RTY8,TMPRSS7,TMPS7_HUMAN,Transmembrane protease serine 7 (EC 3.4.21.-) (Matriptase-3),TRANSMEM 77 97 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
Q7Z2Q7,LRRC70,LRR70_HUMAN,Leucine-rich repeat-containing protein 70 (Synleurin),TRANSMEM 527 547 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q7Z3B0,SMIM15,SIM15_HUMAN,Small integral membrane protein 15,TRANSMEM 20 40 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q7Z3D4,LYSMD3,LYSM3_HUMAN,LysM and putative peptidoglycan-binding domain-containing protein 3,TRANSMEM 218 238 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q7Z3J2,C16orf62,CP062_HUMAN,UPF0505 protein C16orf62 (Esophageal cancer-associated protein),TRANSMEM 703 719 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q7Z3S7,CACNA2D4,CA2D4_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-4 (Voltage-gated calcium channel subunit alpha-2/delta-4) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-4; Voltage-dependent calcium channel subunit delta-4],TRANSMEM 1116 1136 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q7Z408,CSMD2,CSMD2_HUMAN,CUB and sushi domain-containing protein 2 (CUB and sushi multiple domains protein 2),TRANSMEM 3409 3429 Helical. {ECO:0000255}.,1,+,+,NA,NA
Q7Z410,TMPRSS9,TMPS9_HUMAN,Transmembrane protease serine 9 (EC 3.4.21.-) (Polyserase-I) (Polyserine protease 1) (Polyserase-1) [Cleaved into: Serase-1; Serase-2; Serase-3],TRANSMEM 30 50 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,1,+,+,NA,NA
