Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides JURKAT-KO1	Peptides JURKAT-KO2	Peptides JURKAT-KO3	Peptides JURKAT-WT1	Peptides JURKAT-WT2	Peptides JURKAT-WT3	Razor + unique peptides JURKAT-KO1	Razor + unique peptides JURKAT-KO2	Razor + unique peptides JURKAT-KO3	Razor + unique peptides JURKAT-WT1	Razor + unique peptides JURKAT-WT2	Razor + unique peptides JURKAT-WT3	Unique peptides JURKAT-KO1	Unique peptides JURKAT-KO2	Unique peptides JURKAT-KO3	Unique peptides JURKAT-WT1	Unique peptides JURKAT-WT2	Unique peptides JURKAT-WT3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Identification type JURKAT-KO1	Identification type JURKAT-KO2	Identification type JURKAT-KO3	Identification type JURKAT-WT1	Identification type JURKAT-WT2	Identification type JURKAT-WT3	Sequence coverage JURKAT-KO1 [%]	Sequence coverage JURKAT-KO2 [%]	Sequence coverage JURKAT-KO3 [%]	Sequence coverage JURKAT-WT1 [%]	Sequence coverage JURKAT-WT2 [%]	Sequence coverage JURKAT-WT3 [%]	Intensity	Intensity JURKAT-KO1	Intensity JURKAT-KO2	Intensity JURKAT-KO3	Intensity JURKAT-WT1	Intensity JURKAT-WT2	Intensity JURKAT-WT3	iBAQ	iBAQ JURKAT-KO1	iBAQ JURKAT-KO2	iBAQ JURKAT-KO3	iBAQ JURKAT-WT1	iBAQ JURKAT-WT2	iBAQ JURKAT-WT3	LFQ intensity JURKAT-KO1	LFQ intensity JURKAT-KO2	LFQ intensity JURKAT-KO3	LFQ intensity JURKAT-WT1	LFQ intensity JURKAT-WT2	LFQ intensity JURKAT-WT3	MS/MS Count JURKAT-KO1	MS/MS Count JURKAT-KO2	MS/MS Count JURKAT-KO3	MS/MS Count JURKAT-WT1	MS/MS Count JURKAT-WT2	MS/MS Count JURKAT-WT3	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|Q9H9E3|COG4_HUMAN	sp|Q9H9E3|COG4_HUMAN	2	2	2	>sp|Q9H9E3|COG4_HUMAN Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens GN=COG4 PE=1 SV=3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3.1	3.1	3.1	89.082	785	785	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3.1	3.1	3.1	3.1	3.1	3.1	8033800	1195100	1374000	2046700	899190	1357200	1161500	186830	27794	31954	47597	20911	31564	27012	1625800	1582100	1843300	0	1617300	1684900	0	2	1	1	1	1	6				1985	1154;7107	True;True	1168;7197	7029;7030;7031;7032;7033;7034;44873;44874;44875;44876;44877;44878	7217;7218;46531;46532;46533;46534;46535	7218;46532		
sp|Q9H9P8|L2HDH_HUMAN	sp|Q9H9P8|L2HDH_HUMAN	2	2	2	>sp|Q9H9P8|L2HDH_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=L2HGDH PE=1 SV=3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4.8	4.8	4.8	50.315	463	463	0	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	4.8	4.8	4.8	4.8	4.8	4.8	13273000	1867900	2255000	3120000	2611400	1646500	1772100	510500	71842	86729	120000	100440	63329	68157	2519100	2640600	2825700	2622000	1897600	2567100	1	0	1	1	2	0	5				1986	3696;6499	True;True	3742;6579	23203;23204;23205;23206;23207;23208;41053;41054;41055;41056;41057;41058	23795;42702;42703;42704;42705	23795;42705		
sp|Q9HAU5|RENT2_HUMAN	sp|Q9HAU5|RENT2_HUMAN	1	1	1	>sp|Q9HAU5|RENT2_HUMAN Regulator of nonsense transcripts 2 OS=Homo sapiens GN=UPF2 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.3	1.3	1.3	147.81	1272	1272	0.0024691	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	1.3	1.3	1.3	1.3	1.3	1.3	5772000	802090	1098000	1225600	1078700	744670	822870	88799	12340	16892	18855	16596	11457	12659	0	0	0	0	0	1165800	0	0	0	1	1	0	2				1987	8071	True	8216	50896;50897;50898;50899;50900;50901	52370;52371	52370		
sp|Q9HAV4|XPO5_HUMAN	sp|Q9HAV4|XPO5_HUMAN	6	6	6	>sp|Q9HAV4|XPO5_HUMAN Exportin-5 OS=Homo sapiens GN=XPO5 PE=1 SV=1	1	6	6	6	4	4	6	3	5	6	4	4	6	3	5	6	4	4	6	3	5	6	6.3	6.3	6.3	136.31	1204	1204	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.5	3.7	6.3	3.1	4.9	6.3	36995000	5942600	5244700	9528500	5284200	4928200	6066800	596690	95848	84592	153690	85229	79487	97852	7005000	6330100	9680500	7116500	6030200	6395900	4	4	7	3	4	2	24				1988	1788;4672;6205;6674;7480;9053	True;True;True;True;True;True	1813;4730;6283;6754;7576;9215	11052;11053;11054;11055;11056;11057;29392;29393;29394;39214;39215;39216;42153;42154;42155;42156;42157;42158;47153;47154;47155;47156;57232;57233;57234;57235;57236;57237	11251;30351;40818;40819;43830;43831;43832;43833;43834;43835;43836;43837;43838;43839;43840;43841;43842;43843;43844;48710;48711;48712;58677;58678	11251;30351;40819;43838;48710;58677		
sp|Q9HAV7|GRPE1_HUMAN	sp|Q9HAV7|GRPE1_HUMAN	3	3	3	>sp|Q9HAV7|GRPE1_HUMAN GrpE protein homolog 1, mitochondrial OS=Homo sapiens GN=GRPEL1 PE=1 SV=2	1	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	22.6	22.6	22.6	24.279	217	217	0	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	22.6	17.5	22.6	22.6	22.6	22.6	34377000	11152000	2356200	4342000	9811600	2955200	3760600	2291800	743450	157080	289460	654100	197010	250710	15501000	3761400	3436300	10383000	3109500	3543100	4	0	1	4	1	1	11				1989	2752;6057;10615	True;True;True	2789;6134;10805	17235;17236;17237;17238;17239;17240;38311;38312;38313;38314;38315;38316;38317;38318;66921;66922;66923;66924;66925;66926	17526;39749;39750;39751;39752;39753;39754;39755;39756;68833;68834	17526;39750;68833		
sp|Q9HB40|RISC_HUMAN	sp|Q9HB40|RISC_HUMAN	1	1	1	>sp|Q9HB40|RISC_HUMAN Retinoid-inducible serine carboxypeptidase OS=Homo sapiens GN=SCPEP1 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.4	2.4	2.4	50.83	452	452	0.0025432	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	2.4	2.4	2.4	2.4	2.4	2.4	10204000	1345200	1711600	2157000	2054400	1647100	1289000	566900	74731	95091	119830	114140	91507	71609	0	0	0	0	0	1826100	1	1	1	1	1	0	5				1990	11096	True	11298	70002;70003;70004;70005;70006;70007	72077;72078;72079;72080;72081	72078		
sp|Q9HB71|CYBP_HUMAN	sp|Q9HB71|CYBP_HUMAN	2	2	2	>sp|Q9HB71|CYBP_HUMAN Calcyclin-binding protein OS=Homo sapiens GN=CACYBP PE=1 SV=2	1	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	14	14	14	26.21	228	228	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10.1	14	10.1	10.1	10.1	10.1	18809000	5385600	2382900	2999000	4514000	1766600	1761300	1446900	414270	183300	230700	347230	135890	135480	0	0	0	0	0	2495300	1	2	1	1	1	1	7				1991	306;10250	True;True	308;10433	1804;1805;1806;1807;1808;1809;64720	2038;2039;2040;2041;2042;2043;66711	2038;66711		
sp|Q9HB90|RRAGC_HUMAN;sp|Q9NQL2|RRAGD_HUMAN	sp|Q9HB90|RRAGC_HUMAN;sp|Q9NQL2|RRAGD_HUMAN	1;1	1;1	1;1	>sp|Q9HB90|RRAGC_HUMAN Ras-related GTP-binding protein C OS=Homo sapiens GN=RRAGC PE=1 SV=1;>sp|Q9NQL2|RRAGD_HUMAN Ras-related GTP-binding protein D OS=Homo sapiens GN=RRAGD PE=1 SV=1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	44.223	399	399;400	0.0072694	By matching	By matching	By matching	By MS/MS	By matching	By matching	3	3	3	3	3	3	6100700	1018200	1139100	1018600	988130	1043500	893200	321090	53590	59952	53609	52007	54920	47010	0	0	0	0	0	1265400	0	0	0	1	0	0	1				1992	806	True	814	4957;4958;4959;4960;4961;4962	5147	5147		
sp|Q9HBG7|LY9_HUMAN	sp|Q9HBG7|LY9_HUMAN	2	2	2	>sp|Q9HBG7|LY9_HUMAN T-lymphocyte surface antigen Ly-9 OS=Homo sapiens GN=LY9 PE=1 SV=3	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	4.4	4.4	4.4	72.138	655	655	0	By matching	By matching	By matching	By MS/MS	By matching	By MS/MS	2.6	2.6	2.6	2.6	2.6	4.4	19216000	1377300	2032800	5723200	4183500	2292700	3606400	768630	55090	81312	228930	167340	91707	144260	0	0	0	0	0	5109400	0	0	0	1	0	1	2				1993	2095;2430	True;True	2123;2462	13110;15211;15212;15213;15214;15215;15216	13373;15434	13373;15434		
sp|Q9HC07|TM165_HUMAN	sp|Q9HC07|TM165_HUMAN	3	3	3	>sp|Q9HC07|TM165_HUMAN Transmembrane protein 165 OS=Homo sapiens GN=TMEM165 PE=1 SV=1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	14.8	14.8	14.8	34.905	324	324	0	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	14.8	14.8	14.8	14.8	14.8	14.8	18433000	2702900	3534500	2956300	3888600	3094900	2255500	1228800	180190	235630	197090	259240	206330	150360	3358700	3561400	3131100	4258000	3810500	3062200	0	1	0	2	1	0	4				1994	6671;6672;7880	True;True;True	6751;6752;8022	42135;42136;42137;42138;42139;42140;42141;42142;42143;42144;42145;42146;49701;49702;49703;49704;49705;49706	43819;43820;43821;51184	43819;43821;51184		
sp|Q9HC21|TPC_HUMAN	sp|Q9HC21|TPC_HUMAN	3	3	3	>sp|Q9HC21|TPC_HUMAN Mitochondrial thiamine pyrophosphate carrier OS=Homo sapiens GN=SLC25A19 PE=1 SV=1	1	3	3	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	3	2	8.8	8.8	8.8	35.511	320	320	0	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	5.9	5.9	5.9	5.9	8.8	5.9	24121000	3315500	3465700	5286700	5186900	4106400	2760400	1096400	150700	157530	240300	235770	186650	125470	4507000	4279200	4853600	4699700	4722500	4291500	2	0	0	1	3	1	7				1995	9178;11511;12510	True;True;True	9342;11714;12721	58037;58038;58039;58040;58041;58042;72587;72588;72589;72590;72591;72592;78781	59521;59522;59523;59524;59525;75013;81383	59521;75013;81383		
sp|Q9HC56|PCDH9_HUMAN	sp|Q9HC56|PCDH9_HUMAN	5	5	5	>sp|Q9HC56|PCDH9_HUMAN Protocadherin-9 OS=Homo sapiens GN=PCDH9 PE=1 SV=2	1	5	5	5	1	5	5	2	5	5	1	5	5	2	5	5	1	5	5	2	5	5	4.9	4.9	4.9	136.06	1237	1237	0	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1.1	4.9	4.9	2	4.9	4.9	72217000	150790	16615000	15680000	2764500	23167000	13840000	1183900	2472	272370	257040	45320	379790	226890	0	11519000	19873000	5077600	30277000	18066000	0	5	6	0	6	6	23				1996	9484;12053;12141;12537;12783	True;True;True;True;True	9655;12262;12352;12749;13001	59900;59901;59902;59903;59904;75968;75969;75970;75971;76512;76513;76514;76515;76516;76517;78949;78950;78951;78952;80515;80516;80517;80518	61534;61535;78411;78412;78413;78932;78933;78934;78935;78936;78937;78938;78939;78940;81590;81591;81592;81593;83199;83200;83201;83202;83203;83204	61535;78411;78934;81590;83203		
sp|Q9HCC0|MCCB_HUMAN	sp|Q9HCC0|MCCB_HUMAN	27	27	27	>sp|Q9HCC0|MCCB_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens GN=MCCC2 PE=1 SV=1	1	27	27	27	25	27	26	26	26	27	25	27	26	26	26	27	25	27	26	26	26	27	51.2	51.2	51.2	61.332	563	563	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	47.4	51.2	49	49	49	51.2	3252700000	301820000	534180000	748550000	550320000	590650000	527190000	116170000	10779000	19078000	26734000	19654000	21094000	18828000	406670000	636330000	705680000	527630000	740210000	672410000	40	58	53	45	61	49	306				1997	130;131;404;784;785;903;2638;2784;3005;3458;3459;3953;4659;5221;5551;5606;6848;7599;8336;8365;8366;8376;9371;10227;10359;12029;12272	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	130;131;406;791;792;913;2673;2821;3045;3502;3503;4002;4717;5288;5289;5624;5679;6934;7729;8487;8516;8517;8528;9541;10410;10543;10544;12238;12483	732;733;734;735;736;737;738;739;740;741;742;743;744;745;746;747;748;749;2401;2402;2403;2404;2405;2406;4825;4826;4827;4828;4829;4830;4831;4832;4833;4834;4835;4836;4837;4838;4839;4840;4841;4842;4843;4844;4845;4846;4847;5559;5560;5561;5562;5563;5564;16557;16558;16559;16560;16561;16562;17426;17427;17428;17429;17430;17431;18816;18817;18818;18819;18820;18821;21644;21645;21646;21647;21648;21649;21650;21651;21652;21653;21654;21655;21656;21657;21658;21659;21660;21661;21662;21663;21664;24802;24803;24804;24805;24806;24807;24808;24809;24810;24811;24812;24813;24814;24815;29295;29296;29297;29298;29299;29300;32837;32838;32839;32840;32841;32842;32843;32844;32845;32846;32847;32848;35000;35001;35002;35003;35004;35005;35006;35007;35008;35009;35010;35011;35353;35354;35355;35356;35357;35358;35359;35360;35361;35362;35363;35364;35365;35366;35367;35368;35369;43267;43268;43269;43270;43271;43272;47986;47987;52467;52468;52469;52470;52471;52472;52473;52474;52475;52476;52477;52478;52654;52655;52656;52657;52658;52659;52660;52661;52662;52663;52664;52665;52666;52667;52668;52669;52670;52732;52733;52734;52735;52736;52737;59220;59221;59222;59223;59224;59225;64578;64579;64580;64581;64582;64583;65314;65315;65316;65317;65318;65319;65320;65321;65322;65323;65324;65325;75822;75823;75824;75825;75826;75827;77348;77349;77350;77351;77352;77353	734;735;736;737;738;739;740;741;742;743;744;745;746;747;748;749;750;751;752;753;754;755;756;757;758;759;760;761;762;763;2568;2569;2570;2571;2572;2573;2574;2575;2576;2577;2578;5014;5015;5016;5017;5018;5019;5020;5021;5022;5023;5024;5025;5026;5027;5028;5029;5030;5031;5032;5033;5034;5035;5036;5037;5038;5039;5040;5041;5042;5043;5044;5045;5046;5047;5048;5049;5050;5051;5052;5053;5054;5055;5056;5057;5058;5059;5060;5746;5747;16853;16854;17748;17749;17750;17751;17752;17753;17754;17755;17756;17757;17758;17759;17760;17761;17762;17763;17764;19205;21983;21984;21985;21986;21987;21988;21989;21990;21991;21992;21993;21994;21995;21996;21997;21998;21999;22000;22001;22002;22003;22004;22005;22006;22007;22008;22009;22010;22011;25608;25609;25610;25611;25612;25613;25614;25615;25616;25617;25618;25619;25620;25621;25622;25623;25624;30241;30242;30243;30244;30245;34239;34240;34241;34242;34243;34244;34245;34246;34247;34248;34249;36441;36442;36443;36444;36445;36446;36447;36448;36449;36450;36451;36452;36453;36454;36455;36456;36457;36458;36459;36460;36461;36462;36463;36464;36465;36755;36756;36757;36758;36759;36760;36761;36762;36763;36764;36765;36766;36767;36768;36769;36770;36771;36772;36773;36774;36775;36776;36777;36778;36779;36780;36781;36782;36783;36784;36785;44981;44982;44983;44984;44985;49536;53883;53884;53885;53886;53887;53888;53889;54026;54027;54028;54029;54030;54031;54032;54033;54034;54035;54036;54037;54038;54086;54087;54088;54089;54090;60843;60844;60845;60846;60847;66571;66572;66573;66574;67268;67269;67270;67271;67272;67273;67274;67275;67276;67277;67278;67279;67280;67281;67282;67283;67284;67285;67286;67287;67288;67289;67290;67291;67292;67293;78297;78298;79841;79842;79843;79844;79845;79846;79847;79848;79849;79850;79851	745;750;2577;5033;5053;5747;16853;17755;19205;21986;21989;25622;30244;34239;36450;36757;44982;49536;53884;54029;54033;54087;60847;66574;67286;78298;79844	465;466;467;468	161;201;425;473
sp|Q9HCE1|MOV10_HUMAN	sp|Q9HCE1|MOV10_HUMAN	2	2	2	>sp|Q9HCE1|MOV10_HUMAN Putative helicase MOV-10 OS=Homo sapiens GN=MOV10 PE=1 SV=2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2.2	2.2	2.2	113.67	1003	1003	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.2	2.2	2.2	2.2	2.2	2.2	10989000	2064700	1333400	1426700	3329100	1635600	1199600	199800	37540	24244	25939	60530	29738	21811	2683300	1527800	1352900	3266200	2051600	1659500	2	1	2	2	2	1	10				1998	5257;11499	True;True	5326;11702	33075;33076;33077;33078;33079;33080;72519;72520;72521;72522;72523;72524	34535;34536;34537;34538;74953;74954;74955;74956;74957;74958	34535;74953		
sp|Q9HCI7|MSL2_HUMAN	sp|Q9HCI7|MSL2_HUMAN	2	2	2	>sp|Q9HCI7|MSL2_HUMAN E3 ubiquitin-protein ligase MSL2 OS=Homo sapiens GN=MSL2 PE=1 SV=2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	3.8	3.8	3.8	62.54	577	577	0	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	1.6	3.8	3.8	3.8	3.8	3.8	6304400	355980	544470	1926400	1243600	1232000	1001900	242480	13692	20941	74092	47831	47385	38534	0	0	1830900	1245100	1498800	1434600	0	1	2	2	1	0	6				1999	3786;6029	True;True	3833;6106	23746;23747;23748;23749;23750;38156;38157;38158;38159;38160;38161	24470;24471;24472;24473;39652;39653	24470;39652		
sp|Q9HCJ1|ANKH_HUMAN	sp|Q9HCJ1|ANKH_HUMAN	5	5	5	>sp|Q9HCJ1|ANKH_HUMAN Progressive ankylosis protein homolog OS=Homo sapiens GN=ANKH PE=1 SV=2	1	5	5	5	4	5	5	5	5	5	4	5	5	5	5	5	4	5	5	5	5	5	11.4	11.4	11.4	54.24	492	492	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9.1	11.4	11.4	11.4	11.4	11.4	99445000	9807500	18121000	19322000	18593000	17620000	15981000	4735500	467020	862920	920120	885400	839040	760990	15891000	18801000	19051000	18951000	21565000	20243000	5	5	5	7	6	5	33				2000	1261;6382;7410;8219;9346	True;True;True;True;True	1277;6462;7503;8369;9515	7677;7678;7679;7680;7681;7682;40300;40301;40302;40303;40304;46750;46751;46752;46753;46754;46755;51777;51778;51779;51780;51781;51782;59054;59055;59056;59057;59058;59059;59060;59061;59062;59063;59064;59065	7965;7966;7967;7968;7969;7970;41883;41884;41885;48322;48323;48324;48325;53230;53231;53232;53233;53234;60644;60645;60646;60647;60648;60649;60650;60651;60652;60653;60654;60655;60656;60657;60658	7967;41884;48323;53234;60657		
sp|Q9HCN8|SDF2L_HUMAN	sp|Q9HCN8|SDF2L_HUMAN	1	1	1	>sp|Q9HCN8|SDF2L_HUMAN Stromal cell-derived factor 2-like protein 1 OS=Homo sapiens GN=SDF2L1 PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	9	23.598	221	221	0	By matching	By matching	By matching	By MS/MS	By matching	By matching	9	9	9	9	9	9	6740700	1522500	907700	842940	2010900	816220	640400	561720	126880	75642	70245	167570	68019	53366	0	0	0	0	0	907280	0	0	0	1	0	0	1				2001	798	True	805	4910;4911;4912;4913;4914;4915	5102	5102	469	203
sp|Q9HCS7|SYF1_HUMAN	sp|Q9HCS7|SYF1_HUMAN	10	10	10	>sp|Q9HCS7|SYF1_HUMAN Pre-mRNA-splicing factor SYF1 OS=Homo sapiens GN=XAB2 PE=1 SV=2	1	10	10	10	9	10	8	9	10	9	9	10	8	9	10	9	9	10	8	9	10	9	11.9	11.9	11.9	100.01	855	855	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10.8	11.9	9.9	10.8	11.9	10.6	120670000	17321000	20358000	23752000	20982000	19075000	19177000	2462600	353500	415480	484730	428210	389280	391370	21725000	21752000	26227000	23298000	20830000	23588000	3	9	6	7	7	9	41				2002	549;971;2813;5908;6819;8488;8497;9393;9826;12451	True;True;True;True;True;True;True;True;True;True	552;981;2852;5985;6904;8642;8651;9563;10005;12662	3310;3311;3312;3313;3314;3315;5935;5936;5937;17634;17635;17636;17637;17638;17639;37422;37423;37424;37425;37426;37427;43097;43098;43099;43100;43101;53388;53389;53390;53391;53392;53393;53394;53448;53449;53450;53451;53452;53453;59363;59364;59365;59366;59367;59368;62143;62144;62145;62146;62147;62148;78420;78421;78422;78423;78424;78425	3492;3493;3494;3495;3496;3497;6150;17957;17958;17959;17960;17961;17962;38900;44772;44773;44774;44775;44776;44777;54668;54669;54670;54671;54672;54673;54709;54710;54711;54712;54713;54714;54715;54716;61028;61029;61030;61031;63765;80983;80984	3492;6150;17958;38900;44774;54668;54710;61031;63765;80984		
sp|Q9HCU4|CELR2_HUMAN	sp|Q9HCU4|CELR2_HUMAN	5	5	5	>sp|Q9HCU4|CELR2_HUMAN Cadherin EGF LAG seven-pass G-type receptor 2 OS=Homo sapiens GN=CELSR2 PE=1 SV=1	1	5	5	5	4	5	5	5	5	5	4	5	5	5	5	5	4	5	5	5	5	5	2.1	2.1	2.1	317.45	2923	2923	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1.7	2.1	2.1	2.1	2.1	2.1	47713000	3472800	9473200	11004000	6206200	8702500	8854300	378680	27562	75184	87337	49256	69067	70272	5795900	10096000	10296000	5730100	10906000	12370000	1	4	5	1	5	4	20				2003	631;2551;6536;9550;11178	True;True;True;True;True	637;2585;6616;9723;11380	3883;3884;3885;3886;3887;3888;15997;15998;15999;16000;16001;16002;41311;41312;41313;41314;41315;60308;60309;60310;60311;60312;60313;70527;70528;70529;70530;70531;70532	4189;4190;4191;4192;16283;16284;16285;42951;42952;61890;61891;61892;61893;72729;72730;72731;72732;72733;72734;72735	4191;16285;42951;61893;72731		
sp|Q9HCU5|PREB_HUMAN	sp|Q9HCU5|PREB_HUMAN	1	1	1	>sp|Q9HCU5|PREB_HUMAN Prolactin regulatory element-binding protein OS=Homo sapiens GN=PREB PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3.4	3.4	3.4	45.468	417	417	0.0033915	By matching	By matching	By matching	By MS/MS	By matching	By matching	0	0	0	3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				2004	7063	True	7152	44611	46231	46231		
sp|Q9HD20|AT131_HUMAN	sp|Q9HD20|AT131_HUMAN	5	5	5	>sp|Q9HD20|AT131_HUMAN Manganese-transporting ATPase 13A1 OS=Homo sapiens GN=ATP13A1 PE=1 SV=2	1	5	5	5	4	2	3	4	1	3	4	2	3	4	1	3	4	2	3	4	1	3	3.9	3.9	3.9	132.95	1204	1204	0	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	2.8	1.3	2.1	3.2	0.6	2.1	18176000	2191200	2211200	2203100	9526300	494030	1549800	324570	39129	39486	39341	170110	8821.9	27676	3958700	0	2889900	5689800	0	3010900	3	1	0	2	0	0	6				2005	3432;6242;6416;11648;11668	True;True;True;True;True	3476;6320;6496;11853;11873	21452;21453;21454;21455;21456;39436;40530;40531;40532;40533;73481;73482;73483;73484;73485;73486;73487;73488;73613	21799;40991;42081;75902;75903;75904;76059	21799;40991;42081;75902;76059		
sp|Q9HD45|TM9S3_HUMAN	sp|Q9HD45|TM9S3_HUMAN	9	9	9	>sp|Q9HD45|TM9S3_HUMAN Transmembrane 9 superfamily member 3 OS=Homo sapiens GN=TM9SF3 PE=1 SV=2	1	9	9	9	8	8	9	8	9	9	8	8	9	8	9	9	8	8	9	8	9	9	13.4	13.4	13.4	67.887	589	589	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9	13.4	13.4	9	13.4	13.4	284290000	51447000	42015000	42270000	73515000	39208000	35837000	14963000	2707700	2211300	2224700	3869200	2063600	1886100	72898000	46412000	39183000	76099000	46370000	44752000	11	8	8	13	8	8	56				2006	1337;5642;6082;7962;8530;9142;9450;11832;11833	True;True;True;True;True;True;True;True;True	1356;5715;6159;8104;8685;9305;9621;12039;12040	8181;8182;8183;8184;8185;35635;35636;35637;35638;35639;35640;35641;35642;35643;35644;35645;35646;38439;38440;38441;38442;38443;38444;50223;50224;50225;50226;50227;50228;53689;53690;53691;53692;53693;53694;57806;57807;57808;57809;57810;57811;59707;59708;59709;59710;74598;74599;74600;74601;74602;74603;74604;74605;74606;74607;74608;74609;74610;74611;74612;74613;74614;74615;74616;74617	8427;8428;8429;37026;37027;37028;37029;37030;39885;39886;39887;39888;39889;39890;39891;39892;39893;39894;39895;39896;39897;39898;39899;39900;39901;39902;51686;51687;51688;51689;51690;51691;51692;51693;51694;51695;55036;55037;55038;55039;55040;55041;55042;59290;61351;61352;61353;61354;77000;77001;77002;77003;77004;77005;77006;77007;77008;77009;77010	8427;37027;39896;51687;55040;59290;61353;77000;77004		
sp|Q9HDC9|APMAP_HUMAN	sp|Q9HDC9|APMAP_HUMAN	6	6	6	>sp|Q9HDC9|APMAP_HUMAN Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2	1	6	6	6	5	5	5	5	4	4	5	5	5	5	4	4	5	5	5	5	4	4	16.1	16.1	16.1	46.48	416	416	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13.9	13.9	13.9	13.9	11.8	11.8	121640000	27022000	19036000	21173000	27945000	15674000	10790000	5068300	1125900	793150	882220	1164400	653080	449590	29197000	14755000	13924000	33817000	17444000	13627000	6	2	1	8	3	2	22				2007	5386;6098;6203;6660;8845;11740	True;True;True;True;True;True	5457;6175;6281;6740;9006;11945	33868;33869;33870;38535;38536;38537;38538;38539;38540;38541;38542;38543;38544;38545;39207;42077;42078;42079;42080;42081;42082;55794;55795;55796;55797;55798;55799;74018;74019;74020;74021;74022;74023	35312;40001;40002;40003;40004;40005;40006;40007;40816;43749;43750;43751;43752;43753;43754;57117;57118;57119;57120;76444;76445;76446	35312;40002;40816;43749;57120;76445	470	355
